Case_ID,Activity,Timestamp,Resource,Next_Timestamp,Activity_Duration_Hours
93,Order Packed,2024-02-20 19:00:00,Logistics,2024-02-23 02:00:00,55.0
93,Order Shipped,2024-02-23 02:00:00,Logistics,2024-02-25 11:00:00,57.0
93,Order Delivered,2024-02-25 11:00:00,Logistics,,
94,Order Created,2024-01-19 04:00:00,Manager,2024-01-19 19:00:00,15.0
94,Order Approved,2024-01-19 19:00:00,Warehouse,2024-01-22 03:00:00,56.0
94,Credit Check,2024-01-22 03:00:00,System,2024-01-23 16:00:00,37.0
94,Payment Processed,2024-01-23 16:00:00,Manager,2024-01-26 07:00:00,63.0
94,Order Packed,2024-01-26 07:00:00,Manager,2024-01-27 23:00:00,40.0
94,Order Shipped,2024-01-27 23:00:00,System,2024-01-29 04:00:00,29.0
94,Order Delivered,2024-01-29 04:00:00,Logistics,,
95,Order Created,2024-02-08 08:00:00,System,2024-02-09 11:00:00,27.0
95,Order Approved,2024-02-09 11:00:00,Warehouse,2024-02-10 15:00:00,28.0
95,Credit Check,2024-02-10 15:00:00,Finance Team,2024-02-12 00:00:00,33.0
95,Payment Processed,2024-02-12 00:00:00,Warehouse,2024-02-13 18:00:00,42.0
95,Order Packed,2024-02-13 18:00:00,System,2024-02-13 19:00:00,1.0
95,Order Shipped,2024-02-13 19:00:00,Logistics,2024-02-16 03:00:00,56.0
95,Order Delivered,2024-02-16 03:00:00,Finance Team,,
96,Order Created,2024-01-11 01:00:00,Manager,2024-01-12 07:00:00,30.0
96,Order Approved,2024-01-12 07:00:00,Manager,2024-01-15 07:00:00,72.0
96,Credit Check,2024-01-15 07:00:00,Warehouse,2024-01-15 17:00:00,10.0
96,Payment Processed,2024-01-15 17:00:00,Logistics,2024-01-15 23:00:00,6.0
96,Order Packed,2024-01-15 23:00:00,Logistics,2024-01-16 02:00:00,3.0
96,Order Shipped,2024-01-16 02:00:00,Logistics,2024-01-16 12:00:00,10.0
96,Order Delivered,2024-01-16 12:00:00,Warehouse,,
97,Order Created,2024-02-08 07:00:00,Manager,2024-02-10 11:00:00,52.0
97,Order Approved,2024-02-10 11:00:00,Logistics,2024-02-12 01:00:00,38.0
97,Credit Check,2024-02-12 01:00:00,System,2024-02-14 05:00:00,52.0
97,Payment Processed,2024-02-14 05:00:00,System,2024-02-15 23:00:00,42.0
97,Order Packed,2024-02-15 23:00:00,Finance Team,2024-02-18 10:00:00,59.0
97,Order Shipped,2024-02-18 10:00:00,Warehouse,2024-02-18 22:00:00,12.0
97,Order Delivered,2024-02-18 22:00:00,Logistics,,
98,Order Created,2024-02-24 14:00:00,Finance Team,2024-02-26 22:00:00,56.0
98,Order Approved,2024-02-26 22:00:00,Manager,2024-02-29 02:00:00,52.0
98,Credit Check,2024-02-29 02:00:00,Manager,2024-02-29 13:00:00,11.0
98,Payment Processed,2024-02-29 13:00:00,Logistics,2024-03-02 05:00:00,40.0
98,Order Packed,2024-03-02 05:00:00,Warehouse,2024-03-03 10:00:00,29.0
98,Order Shipped,2024-03-03 10:00:00,Warehouse,2024-03-04 08:00:00,22.0
98,Order Delivered,2024-03-04 08:00:00,System,,
99,Order Created,2024-02-02 15:00:00,Manager,2024-02-05 09:00:00,66.0
99,Order Approved,2024-02-05 09:00:00,Finance Team,2024-02-07 06:00:00,45.0
99,Credit Check,2024-02-07 06:00:00,Warehouse,2024-02-08 01:00:00,19.0
99,Payment Processed,2024-02-08 01:00:00,Finance Team,2024-02-08 15:00:00,14.0
99,Order Packed,2024-02-08 15:00:00,Finance Team,2024-02-10 00:00:00,33.0
99,Order Shipped,2024-02-10 00:00:00,Finance Team,2024-02-10 23:00:00,23.0
99,Order Delivered,2024-02-10 23:00:00,Manager,,
100,Order Created,2024-01-10 10:00:00,Finance Team,2024-01-13 02:00:00,64.0
100,Order Approved,2024-01-13 02:00:00,Logistics,2024-01-15 12:00:00,58.0
100,Credit Check,2024-01-15 12:00:00,Manager,2024-01-17 06:00:00,42.0
100,Payment Processed,2024-01-17 06:00:00,Warehouse,2024-01-18 02:00:00,20.0
100,Order Packed,2024-01-18 02:00:00,Logistics,2024-01-18 11:00:00,9.0
100,Order Shipped,2024-01-18 11:00:00,Logistics,2024-01-20 20:00:00,57.0
100,Order Delivered,2024-01-20 20:00:00,Warehouse,,
101,Order Created,2024-02-21 12:00:00,Manager,2024-02-21 20:00:00,8.0
101,Order Approved,2024-02-21 20:00:00,Warehouse,2024-02-24 13:00:00,65.0
101,Credit Check,2024-02-24 13:00:00,System,2024-02-26 05:00:00,40.0
101,Payment Processed,2024-02-26 05:00:00,Logistics,2024-02-28 15:00:00,58.0
101,Order Packed,2024-02-28 15:00:00,System,2024-02-28 23:00:00,8.0
101,Order Shipped,2024-02-28 23:00:00,Warehouse,2024-03-01 12:00:00,37.0
101,Order Delivered,2024-03-01 12:00:00,System,,
102,Order Created,2024-02-11 12:00:00,Manager,2024-02-14 05:00:00,65.0
102,Order Approved,2024-02-14 05:00:00,Logistics,2024-02-16 17:00:00,60.0
102,Credit Check,2024-02-16 17:00:00,Manager,2024-02-19 16:00:00,71.0
102,Payment Processed,2024-02-19 16:00:00,System,2024-02-22 02:00:00,58.0
102,Order Packed,2024-02-22 02:00:00,Manager,2024-02-23 03:00:00,25.0
102,Order Shipped,2024-02-23 03:00:00,Warehouse,2024-02-25 16:00:00,61.0
102,Order Delivered,2024-02-25 16:00:00,Manager,,
103,Order Created,2024-01-10 08:00:00,Logistics,2024-01-10 22:00:00,14.0
103,Order Approved,2024-01-10 22:00:00,Warehouse,2024-01-11 09:00:00,11.0
103,Credit Check,2024-01-11 09:00:00,Manager,2024-01-12 08:00:00,23.0
103,Payment Processed,2024-01-12 08:00:00,System,2024-01-13 16:00:00,32.0
103,Order Packed,2024-01-13 16:00:00,Logistics,2024-01-16 01:00:00,57.0
103,Order Shipped,2024-01-16 01:00:00,Manager,2024-01-18 20:00:00,67.0
103,Order Delivered,2024-01-18 20:00:00,Manager,,
104,Order Created,2024-01-12 23:00:00,Warehouse,2024-01-14 12:00:00,37.0
104,Order Approved,2024-01-14 12:00:00,Logistics,2024-01-16 17:00:00,53.0
104,Credit Check,2024-01-16 17:00:00,Warehouse,2024-01-17 00:00:00,7.0
104,Payment Processed,2024-01-17 00:00:00,Warehouse,2024-01-17 09:00:00,9.0
104,Order Packed,2024-01-17 09:00:00,Warehouse,2024-01-17 22:00:00,13.0
104,Order Shipped,2024-01-17 22:00:00,Manager,2024-01-20 00:00:00,50.0
104,Order Delivered,2024-01-20 00:00:00,Warehouse,,
105,Order Created,2024-01-17 20:00:00,Warehouse,2024-01-18 07:00:00,11.0
105,Order Approved,2024-01-18 07:00:00,Manager,2024-01-19 02:00:00,19.0
105,Credit Check,2024-01-19 02:00:00,Warehouse,2024-01-20 18:00:00,40.0
105,Payment Processed,2024-01-20 18:00:00,Logistics,2024-01-21 11:00:00,17.0
105,Order Packed,2024-01-21 11:00:00,Manager,2024-01-21 22:00:00,11.0
105,Order Shipped,2024-01-21 22:00:00,Warehouse,2024-01-24 22:00:00,72.0
105,Order Delivered,2024-01-24 22:00:00,Logistics,,
106,Order Created,2024-02-12 19:00:00,Finance Team,2024-02-15 15:00:00,68.0
106,Order Approved,2024-02-15 15:00:00,System,2024-02-17 22:00:00,55.0
106,Credit Check,2024-02-17 22:00:00,Manager,2024-02-19 21:00:00,47.0
106,Payment Processed,2024-02-19 21:00:00,System,2024-02-21 20:00:00,47.0
106,Order Packed,2024-02-21 20:00:00,Warehouse,2024-02-22 20:00:00,24.0
106,Order Shipped,2024-02-22 20:00:00,Finance Team,2024-02-24 16:00:00,44.0
106,Order Delivered,2024-02-24 16:00:00,Logistics,,
107,Order Created,2024-01-14 05:00:00,Finance Team,2024-01-15 01:00:00,20.0
107,Order Approved,2024-01-15 01:00:00,System,2024-01-16 15:00:00,38.0
107,Credit Check,2024-01-16 15:00:00,System,2024-01-19 08:00:00,65.0
107,Payment Processed,2024-01-19 08:00:00,Manager,2024-01-22 04:00:00,68.0
107,Order Packed,2024-01-22 04:00:00,System,2024-01-24 00:00:00,44.0
107,Order Shipped,2024-01-24 00:00:00,Manager,2024-01-24 17:00:00,17.0
107,Order Delivered,2024-01-24 17:00:00,Manager,,
108,Order Created,2024-01-25 20:00:00,Finance Team,2024-01-26 20:00:00,24.0
108,Order Approved,2024-01-26 20:00:00,Manager,2024-01-27 18:00:00,22.0
108,Credit Check,2024-01-27 18:00:00,Logistics,2024-01-28 00:00:00,6.0
108,Payment Processed,2024-01-28 00:00:00,Logistics,2024-01-29 23:00:00,47.0
108,Order Packed,2024-01-29 23:00:00,Finance Team,2024-02-01 08:00:00,57.0
108,Order Shipped,2024-02-01 08:00:00,Manager,2024-02-02 21:00:00,37.0
108,Order Delivered,2024-02-02 21:00:00,Logistics,,
109,Order Created,2024-01-17 21:00:00,Finance Team,2024-01-19 13:00:00,40.0
109,Order Approved,2024-01-19 13:00:00,Logistics,2024-01-20 14:00:00,25.0
109,Credit Check,2024-01-20 14:00:00,Warehouse,2024-01-22 23:00:00,57.0
109,Payment Processed,2024-01-22 23:00:00,Logistics,2024-01-24 12:00:00,37.0
109,Order Packed,2024-01-24 12:00:00,Logistics,2024-01-27 05:00:00,65.0
109,Order Shipped,2024-01-27 05:00:00,Manager,2024-01-29 11:00:00,54.0
109,Order Delivered,2024-01-29 11:00:00,Finance Team,,
110,Order Created,2024-02-23 02:00:00,Manager,2024-02-23 20:00:00,18.0
110,Order Approved,2024-02-23 20:00:00,Warehouse,2024-02-24 03:00:00,7.0
110,Credit Check,2024-02-24 03:00:00,Logistics,2024-02-26 03:00:00,48.0
110,Payment Processed,2024-02-26 03:00:00,Manager,2024-02-26 17:00:00,14.0
110,Order Packed,2024-02-26 17:00:00,Manager,2024-02-27 09:00:00,16.0
110,Order Shipped,2024-02-27 09:00:00,Warehouse,2024-02-27 20:00:00,11.0
110,Order Delivered,2024-02-27 20:00:00,Finance Team,,
111,Order Created,2024-01-20 10:00:00,Manager,2024-01-21 05:00:00,19.0
111,Order Approved,2024-01-21 05:00:00,Logistics,2024-01-21 17:00:00,12.0
111,Credit Check,2024-01-21 17:00:00,Finance Team,2024-01-24 03:00:00,58.0
111,Payment Processed,2024-01-24 03:00:00,Warehouse,2024-01-24 07:00:00,4.0
111,Order Packed,2024-01-24 07:00:00,Logistics,2024-01-24 14:00:00,7.0
111,Order Shipped,2024-01-24 14:00:00,Logistics,2024-01-27 07:00:00,65.0
111,Order Delivered,2024-01-27 07:00:00,Warehouse,,
112,Order Created,2024-01-18 02:00:00,System,2024-01-20 02:00:00,48.0
112,Order Approved,2024-01-20 02:00:00,Finance Team,2024-01-20 06:00:00,4.0
112,Credit Check,2024-01-20 06:00:00,Warehouse,2024-01-20 19:00:00,13.0
112,Payment Processed,2024-01-20 19:00:00,Warehouse,2024-01-21 14:00:00,19.0
112,Order Packed,2024-01-21 14:00:00,Finance Team,2024-01-21 19:00:00,5.0
112,Order Shipped,2024-01-21 19:00:00,Warehouse,2024-01-24 08:00:00,61.0
112,Order Delivered,2024-01-24 08:00:00,Finance Team,,
113,Order Created,2024-02-20 13:00:00,Logistics,2024-02-20 14:00:00,1.0
113,Order Approved,2024-02-20 14:00:00,System,2024-02-20 17:00:00,3.0
113,Credit Check,2024-02-20 17:00:00,Warehouse,2024-02-21 21:00:00,28.0
113,Payment Processed,2024-02-21 21:00:00,Finance Team,2024-02-24 20:00:00,71.0
113,Order Packed,2024-02-24 20:00:00,Manager,2024-02-27 16:00:00,68.0
113,Order Shipped,2024-02-27 16:00:00,Logistics,2024-02-28 07:00:00,15.0
113,Order Delivered,2024-02-28 07:00:00,Warehouse,,
114,Order Created,2024-01-17 15:00:00,System,2024-01-17 22:00:00,7.0
114,Order Approved,2024-01-17 22:00:00,Finance Team,2024-01-20 04:00:00,54.0
114,Credit Check,2024-01-20 04:00:00,Manager,2024-01-22 15:00:00,59.0
114,Payment Processed,2024-01-22 15:00:00,System,2024-01-23 06:00:00,15.0
114,Order Packed,2024-01-23 06:00:00,Logistics,2024-01-26 03:00:00,69.0
114,Order Shipped,2024-01-26 03:00:00,System,2024-01-28 21:00:00,66.0
114,Order Delivered,2024-01-28 21:00:00,Manager,,
115,Order Created,2024-01-16 19:00:00,Warehouse,2024-01-19 02:00:00,55.0
115,Order Approved,2024-01-19 02:00:00,System,2024-01-21 00:00:00,46.0
115,Credit Check,2024-01-21 00:00:00,Finance Team,2024-01-23 06:00:00,54.0
115,Payment Processed,2024-01-23 06:00:00,Finance Team,2024-01-23 17:00:00,11.0
115,Order Packed,2024-01-23 17:00:00,Manager,2024-01-25 16:00:00,47.0
115,Order Shipped,2024-01-25 16:00:00,System,2024-01-28 12:00:00,68.0
115,Order Delivered,2024-01-28 12:00:00,Manager,,
116,Order Created,2024-02-04 17:00:00,Manager,2024-02-04 20:00:00,3.0
116,Order Approved,2024-02-04 20:00:00,Logistics,2024-02-07 09:00:00,61.0
116,Credit Check,2024-02-07 09:00:00,System,2024-02-09 11:00:00,50.0
116,Payment Processed,2024-02-09 11:00:00,Warehouse,2024-02-10 20:00:00,33.0
116,Order Packed,2024-02-10 20:00:00,System,2024-02-12 18:00:00,46.0
116,Order Shipped,2024-02-12 18:00:00,System,2024-02-14 15:00:00,45.0
116,Order Delivered,2024-02-14 15:00:00,Finance Team,,
117,Order Created,2024-02-16 14:00:00,Manager,2024-02-18 09:00:00,43.0
117,Order Approved,2024-02-18 09:00:00,Finance Team,2024-02-18 15:00:00,6.0
117,Credit Check,2024-02-18 15:00:00,Warehouse,2024-02-21 13:00:00,70.0
117,Payment Processed,2024-02-21 13:00:00,Warehouse,2024-02-22 12:00:00,23.0
117,Order Packed,2024-02-22 12:00:00,Logistics,2024-02-25 02:00:00,62.0
117,Order Shipped,2024-02-25 02:00:00,Finance Team,2024-02-25 20:00:00,18.0
117,Order Delivered,2024-02-25 20:00:00,System,,
118,Order Created,2024-02-17 11:00:00,System,2024-02-19 01:00:00,38.0
118,Order Approved,2024-02-19 01:00:00,Finance Team,2024-02-19 07:00:00,6.0
118,Credit Check,2024-02-19 07:00:00,Finance Team,2024-02-19 13:00:00,6.0
118,Payment Processed,2024-02-19 13:00:00,Warehouse,2024-02-21 05:00:00,40.0
118,Order Packed,2024-02-21 05:00:00,Manager,2024-02-23 08:00:00,51.0
118,Order Shipped,2024-02-23 08:00:00,Manager,2024-02-25 21:00:00,61.0
118,Order Delivered,2024-02-25 21:00:00,Warehouse,,
119,Order Created,2024-01-04 01:00:00,Warehouse,2024-01-05 23:00:00,46.0
119,Order Approved,2024-01-05 23:00:00,System,2024-01-07 18:00:00,43.0
119,Credit Check,2024-01-07 18:00:00,Warehouse,2024-01-08 10:00:00,16.0
119,Payment Processed,2024-01-08 10:00:00,Warehouse,2024-01-10 18:00:00,56.0
119,Order Packed,2024-01-10 18:00:00,Logistics,2024-01-13 03:00:00,57.0
119,Order Shipped,2024-01-13 03:00:00,Logistics,2024-01-14 23:00:00,44.0
119,Order Delivered,2024-01-14 23:00:00,Finance Team,,
120,Order Created,2024-02-03 16:00:00,Warehouse,2024-02-06 11:00:00,67.0
120,Order Approved,2024-02-06 11:00:00,Warehouse,2024-02-06 22:00:00,11.0
120,Credit Check,2024-02-06 22:00:00,Logistics,2024-02-07 09:00:00,11.0
120,Payment Processed,2024-02-07 09:00:00,Logistics,2024-02-08 09:00:00,24.0
120,Order Packed,2024-02-08 09:00:00,Manager,2024-02-09 23:00:00,38.0
120,Order Shipped,2024-02-09 23:00:00,Warehouse,2024-02-10 13:00:00,14.0
120,Order Delivered,2024-02-10 13:00:00,System,,
121,Order Created,2024-01-22 14:00:00,Warehouse,2024-01-25 00:00:00,58.0
121,Order Approved,2024-01-25 00:00:00,Manager,2024-01-27 07:00:00,55.0
121,Credit Check,2024-01-27 07:00:00,Finance Team,2024-01-29 16:00:00,57.0
121,Payment Processed,2024-01-29 16:00:00,Warehouse,2024-02-01 02:00:00,58.0
121,Order Packed,2024-02-01 02:00:00,System,2024-02-03 00:00:00,46.0
121,Order Shipped,2024-02-03 00:00:00,Manager,2024-02-05 08:00:00,56.0
121,Order Delivered,2024-02-05 08:00:00,Warehouse,,
122,Order Created,2024-02-10 08:00:00,System,2024-02-12 12:00:00,52.0
122,Order Approved,2024-02-12 12:00:00,Warehouse,2024-02-15 06:00:00,66.0
122,Credit Check,2024-02-15 06:00:00,Finance Team,2024-02-15 10:00:00,4.0
122,Payment Processed,2024-02-15 10:00:00,Finance Team,2024-02-17 19:00:00,57.0
122,Order Packed,2024-02-17 19:00:00,System,2024-02-18 12:00:00,17.0
122,Order Shipped,2024-02-18 12:00:00,System,2024-02-19 19:00:00,31.0
122,Order Delivered,2024-02-19 19:00:00,Warehouse,,
123,Order Created,2024-01-26 02:00:00,Manager,2024-01-26 07:00:00,5.0
123,Order Approved,2024-01-26 07:00:00,Manager,2024-01-27 03:00:00,20.0
123,Credit Check,2024-01-27 03:00:00,Logistics,2024-01-29 03:00:00,48.0
123,Payment Processed,2024-01-29 03:00:00,Warehouse,2024-01-31 12:00:00,57.0
123,Order Packed,2024-01-31 12:00:00,System,2024-02-01 06:00:00,18.0
123,Order Shipped,2024-02-01 06:00:00,Manager,2024-02-03 05:00:00,47.0
123,Order Delivered,2024-02-03 05:00:00,Logistics,,
124,Order Created,2024-01-22 12:00:00,Finance Team,2024-01-23 03:00:00,15.0
124,Order Approved,2024-01-23 03:00:00,System,2024-01-24 03:00:00,24.0
124,Credit Check,2024-01-24 03:00:00,Logistics,2024-01-26 22:00:00,67.0
124,Payment Processed,2024-01-26 22:00:00,Logistics,2024-01-29 22:00:00,72.0
124,Order Packed,2024-01-29 22:00:00,System,2024-01-31 08:00:00,34.0
124,Order Shipped,2024-01-31 08:00:00,Warehouse,2024-02-02 18:00:00,58.0
124,Order Delivered,2024-02-02 18:00:00,Finance Team,,
125,Order Created,2024-02-10 13:00:00,Logistics,2024-02-11 15:00:00,26.0
125,Order Approved,2024-02-11 15:00:00,System,2024-02-12 09:00:00,18.0
125,Credit Check,2024-02-12 09:00:00,System,2024-02-14 19:00:00,58.0
125,Payment Processed,2024-02-14 19:00:00,Finance Team,2024-02-17 04:00:00,57.0
125,Order Packed,2024-02-17 04:00:00,System,2024-02-18 21:00:00,41.0
125,Order Shipped,2024-02-18 21:00:00,Warehouse,2024-02-19 06:00:00,9.0
125,Order Delivered,2024-02-19 06:00:00,Manager,,
126,Order Created,2024-02-05 14:00:00,Warehouse,2024-02-06 11:00:00,21.0
126,Order Approved,2024-02-06 11:00:00,Finance Team,2024-02-08 10:00:00,47.0
126,Credit Check,2024-02-08 10:00:00,Manager,2024-02-09 15:00:00,29.0
126,Payment Processed,2024-02-09 15:00:00,System,2024-02-10 17:00:00,26.0
126,Order Packed,2024-02-10 17:00:00,Finance Team,2024-02-12 00:00:00,31.0
126,Order Shipped,2024-02-12 00:00:00,Logistics,2024-02-12 04:00:00,4.0
126,Order Delivered,2024-02-12 04:00:00,Warehouse,,
127,Order Created,2024-02-07 00:00:00,Logistics,2024-02-09 23:00:00,71.0
127,Order Approved,2024-02-09 23:00:00,Finance Team,2024-02-10 11:00:00,12.0
127,Credit Check,2024-02-10 11:00:00,System,2024-02-12 03:00:00,40.0
127,Payment Processed,2024-02-12 03:00:00,Logistics,2024-02-14 17:00:00,62.0
127,Order Packed,2024-02-14 17:00:00,Manager,2024-02-16 22:00:00,53.0
127,Order Shipped,2024-02-16 22:00:00,Logistics,2024-02-17 08:00:00,10.0
127,Order Delivered,2024-02-17 08:00:00,Finance Team,,
128,Order Created,2024-01-21 10:00:00,Logistics,2024-01-23 22:00:00,60.0
128,Order Approved,2024-01-23 22:00:00,Manager,2024-01-25 19:00:00,45.0
128,Credit Check,2024-01-25 19:00:00,Finance Team,2024-01-28 18:00:00,71.0
128,Payment Processed,2024-01-28 18:00:00,Manager,2024-01-29 18:00:00,24.0
128,Order Packed,2024-01-29 18:00:00,Finance Team,2024-02-01 02:00:00,56.0
128,Order Shipped,2024-02-01 02:00:00,Manager,2024-02-01 10:00:00,8.0
128,Order Delivered,2024-02-01 10:00:00,System,,
129,Order Created,2024-02-03 20:00:00,Warehouse,2024-02-04 18:00:00,22.0
129,Order Approved,2024-02-04 18:00:00,Finance Team,2024-02-06 12:00:00,42.0
129,Credit Check,2024-02-06 12:00:00,Finance Team,2024-02-08 09:00:00,45.0
129,Payment Processed,2024-02-08 09:00:00,Manager,2024-02-09 22:00:00,37.0
129,Order Packed,2024-02-09 22:00:00,System,2024-02-11 07:00:00,33.0
129,Order Shipped,2024-02-11 07:00:00,Finance Team,2024-02-14 06:00:00,71.0
129,Order Delivered,2024-02-14 06:00:00,Warehouse,,
130,Order Created,2024-01-10 15:00:00,Manager,2024-01-13 12:00:00,69.0
130,Order Approved,2024-01-13 12:00:00,System,2024-01-16 05:00:00,65.0
130,Credit Check,2024-01-16 05:00:00,Finance Team,2024-01-17 01:00:00,20.0
130,Payment Processed,2024-01-17 01:00:00,Finance Team,2024-01-18 21:00:00,44.0
130,Order Packed,2024-01-18 21:00:00,Manager,2024-01-19 03:00:00,6.0
130,Order Shipped,2024-01-19 03:00:00,System,2024-01-19 14:00:00,11.0
130,Order Delivered,2024-01-19 14:00:00,System,,
131,Order Created,2024-03-02 10:00:00,Finance Team,2024-03-04 16:00:00,54.0
131,Order Approved,2024-03-04 16:00:00,Manager,2024-03-04 20:00:00,4.0
131,Credit Check,2024-03-04 20:00:00,Logistics,2024-03-07 18:00:00,70.0
131,Payment Processed,2024-03-07 18:00:00,Warehouse,2024-03-09 09:00:00,39.0
131,Order Packed,2024-03-09 09:00:00,Logistics,2024-03-10 17:00:00,32.0
131,Order Shipped,2024-03-10 17:00:00,Logistics,2024-03-12 08:00:00,39.0
131,Order Delivered,2024-03-12 08:00:00,Logistics,,
132,Order Created,2024-01-05 08:00:00,Finance Team,2024-01-07 17:00:00,57.0
132,Order Approved,2024-01-07 17:00:00,Logistics,2024-01-10 07:00:00,62.0
132,Credit Check,2024-01-10 07:00:00,Logistics,2024-01-11 10:00:00,27.0
132,Payment Processed,2024-01-11 10:00:00,Warehouse,2024-01-12 05:00:00,19.0
132,Order Packed,2024-01-12 05:00:00,Warehouse,2024-01-13 22:00:00,41.0
132,Order Shipped,2024-01-13 22:00:00,Warehouse,2024-01-16 02:00:00,52.0
132,Order Delivered,2024-01-16 02:00:00,Finance Team,,
133,Order Created,2024-02-20 00:00:00,Manager,2024-02-23 00:00:00,72.0
133,Order Approved,2024-02-23 00:00:00,System,2024-02-24 17:00:00,41.0
133,Credit Check,2024-02-24 17:00:00,Finance Team,2024-02-27 05:00:00,60.0
133,Payment Processed,2024-02-27 05:00:00,System,2024-02-28 16:00:00,35.0
133,Order Packed,2024-02-28 16:00:00,Logistics,2024-03-01 00:00:00,32.0
133,Order Shipped,2024-03-01 00:00:00,Finance Team,2024-03-01 13:00:00,13.0
133,Order Delivered,2024-03-01 13:00:00,System,,
134,Order Created,2024-01-21 02:00:00,Manager,2024-01-23 08:00:00,54.0
134,Order Approved,2024-01-23 08:00:00,Finance Team,2024-01-24 05:00:00,21.0
134,Credit Check,2024-01-24 05:00:00,Warehouse,2024-01-25 22:00:00,41.0
134,Payment Processed,2024-01-25 22:00:00,Finance Team,2024-01-26 19:00:00,21.0
134,Order Packed,2024-01-26 19:00:00,Logistics,2024-01-29 13:00:00,66.0
134,Order Shipped,2024-01-29 13:00:00,Logistics,2024-02-01 05:00:00,64.0
134,Order Delivered,2024-02-01 05:00:00,Warehouse,,
135,Order Created,2024-02-01 03:00:00,System,2024-02-03 06:00:00,51.0
135,Order Approved,2024-02-03 06:00:00,Manager,2024-02-05 17:00:00,59.0
135,Credit Check,2024-02-05 17:00:00,Finance Team,2024-02-06 21:00:00,28.0
135,Payment Processed,2024-02-06 21:00:00,Manager,2024-02-08 19:00:00,46.0
135,Order Packed,2024-02-08 19:00:00,System,2024-02-09 02:00:00,7.0
135,Order Shipped,2024-02-09 02:00:00,Warehouse,2024-02-11 18:00:00,64.0
135,Order Delivered,2024-02-11 18:00:00,Manager,,
136,Order Created,2024-02-28 13:00:00,Warehouse,2024-03-02 10:00:00,69.0
136,Order Approved,2024-03-02 10:00:00,System,2024-03-03 00:00:00,14.0
136,Credit Check,2024-03-03 00:00:00,Logistics,2024-03-03 18:00:00,18.0
136,Payment Processed,2024-03-03 18:00:00,Warehouse,2024-03-05 17:00:00,47.0
136,Order Packed,2024-03-05 17:00:00,Logistics,2024-03-07 16:00:00,47.0
136,Order Shipped,2024-03-07 16:00:00,System,2024-03-09 20:00:00,52.0
136,Order Delivered,2024-03-09 20:00:00,System,,
137,Order Created,2024-02-09 00:00:00,Finance Team,2024-02-10 23:00:00,47.0
137,Order Approved,2024-02-10 23:00:00,Manager,2024-02-12 12:00:00,37.0
137,Credit Check,2024-02-12 12:00:00,System,2024-02-14 14:00:00,50.0
137,Payment Processed,2024-02-14 14:00:00,Manager,2024-02-17 00:00:00,58.0
137,Order Packed,2024-02-17 00:00:00,Manager,2024-02-18 12:00:00,36.0
137,Order Shipped,2024-02-18 12:00:00,Manager,2024-02-19 04:00:00,16.0
137,Order Delivered,2024-02-19 04:00:00,Finance Team,,
138,Order Created,2024-01-09 03:00:00,Warehouse,2024-01-10 23:00:00,44.0
138,Order Approved,2024-01-10 23:00:00,Manager,2024-01-12 22:00:00,47.0
138,Credit Check,2024-01-12 22:00:00,Finance Team,2024-01-14 00:00:00,26.0
138,Payment Processed,2024-01-14 00:00:00,Manager,2024-01-16 18:00:00,66.0
138,Order Packed,2024-01-16 18:00:00,Logistics,2024-01-19 11:00:00,65.0
138,Order Shipped,2024-01-19 11:00:00,System,2024-01-19 17:00:00,6.0
138,Order Delivered,2024-01-19 17:00:00,System,,
139,Order Created,2024-01-10 19:00:00,Logistics,2024-01-13 14:00:00,67.0
139,Order Approved,2024-01-13 14:00:00,Logistics,2024-01-14 10:00:00,20.0
139,Credit Check,2024-01-14 10:00:00,Manager,2024-01-17 04:00:00,66.0
139,Payment Processed,2024-01-17 04:00:00,Finance Team,2024-01-18 22:00:00,42.0
139,Order Packed,2024-01-18 22:00:00,Manager,2024-01-20 15:00:00,41.0
139,Order Shipped,2024-01-20 15:00:00,Finance Team,2024-01-22 18:00:00,51.0
139,Order Delivered,2024-01-22 18:00:00,Manager,,
140,Order Created,2024-02-18 15:00:00,Manager,2024-02-20 11:00:00,44.0
140,Order Approved,2024-02-20 11:00:00,Manager,2024-02-23 05:00:00,66.0
140,Credit Check,2024-02-23 05:00:00,Manager,2024-02-25 20:00:00,63.0
140,Payment Processed,2024-02-25 20:00:00,Manager,2024-02-27 11:00:00,39.0
140,Order Packed,2024-02-27 11:00:00,Logistics,2024-02-27 14:00:00,3.0
140,Order Shipped,2024-02-27 14:00:00,Warehouse,2024-02-29 09:00:00,43.0
140,Order Delivered,2024-02-29 09:00:00,System,,
141,Order Created,2024-01-28 16:00:00,System,2024-01-31 05:00:00,61.0
141,Order Approved,2024-01-31 05:00:00,Warehouse,2024-02-01 11:00:00,30.0
141,Credit Check,2024-02-01 11:00:00,System,2024-02-04 01:00:00,62.0
141,Payment Processed,2024-02-04 01:00:00,Finance Team,2024-02-06 21:00:00,68.0
141,Order Packed,2024-02-06 21:00:00,Manager,2024-02-08 22:00:00,49.0
141,Order Shipped,2024-02-08 22:00:00,Finance Team,2024-02-10 06:00:00,32.0
141,Order Delivered,2024-02-10 06:00:00,System,,
142,Order Created,2024-02-06 15:00:00,Finance Team,2024-02-06 18:00:00,3.0
142,Order Approved,2024-02-06 18:00:00,Logistics,2024-02-08 11:00:00,41.0
142,Credit Check,2024-02-08 11:00:00,Logistics,2024-02-09 07:00:00,20.0
