Case_ID,Activity,Timestamp,Resource
77,Order Delivered,2024-02-29 13:00:00,Manager
78,Order Created,2024-01-27 00:00:00,System
78,Order Approved,2024-01-28 06:00:00,Logistics
78,Credit Check,2024-01-28 10:00:00,Manager
78,Payment Processed,2024-01-31 10:00:00,Warehouse
78,Order Packed,2024-02-01 15:00:00,System
78,Order Shipped,2024-02-04 03:00:00,Warehouse
78,Order Delivered,2024-02-06 08:00:00,System
79,Order Created,2024-01-09 06:00:00,System
79,Order Approved,2024-01-10 21:00:00,Logistics
79,Credit Check,2024-01-11 12:00:00,System
79,Payment Processed,2024-01-12 19:00:00,Manager
79,Order Packed,2024-01-13 13:00:00,Logistics
79,Order Shipped,2024-01-16 00:00:00,Warehouse
79,Order Delivered,2024-01-18 22:00:00,Logistics
80,Order Created,2024-02-07 20:00:00,Logistics
80,Order Approved,2024-02-08 09:00:00,Logistics
80,Credit Check,2024-02-10 14:00:00,Warehouse
80,Payment Processed,2024-02-10 19:00:00,Warehouse
80,Order Packed,2024-02-11 23:00:00,Logistics
80,Order Shipped,2024-02-14 08:00:00,Finance Team
80,Order Delivered,2024-02-16 07:00:00,System
81,Order Created,2024-02-15 00:00:00,Manager
81,Order Approved,2024-02-16 22:00:00,System
81,Credit Check,2024-02-19 01:00:00,Warehouse
81,Payment Processed,2024-02-20 02:00:00,System
81,Order Packed,2024-02-22 13:00:00,System
81,Order Shipped,2024-02-23 17:00:00,Manager
81,Order Delivered,2024-02-23 20:00:00,System
82,Order Created,2024-02-21 19:00:00,Finance Team
82,Order Approved,2024-02-22 12:00:00,Manager
82,Credit Check,2024-02-23 15:00:00,System
82,Payment Processed,2024-02-26 14:00:00,Finance Team
82,Order Packed,2024-02-27 18:00:00,Finance Team
82,Order Shipped,2024-02-29 13:00:00,Finance Team
82,Order Delivered,2024-02-29 14:00:00,Warehouse
83,Order Created,2024-02-24 19:00:00,Finance Team
83,Order Approved,2024-02-27 17:00:00,Warehouse
83,Credit Check,2024-02-28 16:00:00,System
83,Payment Processed,2024-02-28 20:00:00,Finance Team
83,Order Packed,2024-02-28 22:00:00,Warehouse
83,Order Shipped,2024-03-01 05:00:00,Manager
83,Order Delivered,2024-03-02 23:00:00,System
84,Order Created,2024-01-13 10:00:00,System
84,Order Approved,2024-01-14 03:00:00,Logistics
84,Credit Check,2024-01-16 23:00:00,System
84,Payment Processed,2024-01-17 08:00:00,Logistics
84,Order Packed,2024-01-19 18:00:00,Warehouse
84,Order Shipped,2024-01-22 12:00:00,Manager
84,Order Delivered,2024-01-23 02:00:00,Logistics
85,Order Created,2024-02-03 05:00:00,Manager
85,Order Approved,2024-02-03 11:00:00,Manager
85,Credit Check,2024-02-05 02:00:00,Logistics
85,Payment Processed,2024-02-05 06:00:00,System
85,Order Packed,2024-02-07 20:00:00,Logistics
85,Order Shipped,2024-02-10 03:00:00,System
85,Order Delivered,2024-02-12 18:00:00,Logistics
86,Order Created,2024-01-05 11:00:00,Warehouse
86,Order Approved,2024-01-06 06:00:00,System
86,Credit Check,2024-01-06 23:00:00,Warehouse
86,Payment Processed,2024-01-09 22:00:00,Warehouse
86,Order Packed,2024-01-11 23:00:00,Manager
86,Order Shipped,2024-01-14 19:00:00,Warehouse
86,Order Delivered,2024-01-17 06:00:00,Manager
87,Order Created,2024-02-10 08:00:00,System
87,Order Approved,2024-02-10 23:00:00,Manager
87,Credit Check,2024-02-12 03:00:00,Logistics
87,Payment Processed,2024-02-14 13:00:00,Finance Team
87,Order Packed,2024-02-16 18:00:00,Warehouse
87,Order Shipped,2024-02-19 05:00:00,Logistics
87,Order Delivered,2024-02-21 11:00:00,System
88,Order Created,2024-01-23 07:00:00,Warehouse
88,Order Approved,2024-01-24 16:00:00,Warehouse
88,Credit Check,2024-01-25 12:00:00,Logistics
88,Payment Processed,2024-01-25 21:00:00,System
88,Order Packed,2024-01-26 08:00:00,System
88,Order Shipped,2024-01-28 16:00:00,System
88,Order Delivered,2024-01-30 16:00:00,Finance Team
89,Order Created,2024-02-05 08:00:00,Manager
89,Order Approved,2024-02-08 08:00:00,Manager
89,Credit Check,2024-02-10 03:00:00,System
89,Payment Processed,2024-02-12 08:00:00,Warehouse
89,Order Packed,2024-02-14 15:00:00,System
89,Order Shipped,2024-02-16 04:00:00,Manager
89,Order Delivered,2024-02-17 20:00:00,Warehouse
90,Order Created,2024-01-09 17:00:00,Finance Team
90,Order Approved,2024-01-10 13:00:00,Logistics
90,Credit Check,2024-01-11 18:00:00,System
90,Payment Processed,2024-01-13 15:00:00,Manager
90,Order Packed,2024-01-15 15:00:00,System
90,Order Shipped,2024-01-17 03:00:00,Manager
90,Order Delivered,2024-01-18 08:00:00,Logistics
91,Order Created,2024-02-27 00:00:00,Manager
91,Order Approved,2024-03-01 00:00:00,System
91,Credit Check,2024-03-02 11:00:00,System
91,Payment Processed,2024-03-03 11:00:00,Warehouse
91,Order Packed,2024-03-05 03:00:00,Warehouse
91,Order Shipped,2024-03-07 00:00:00,System
91,Order Delivered,2024-03-08 00:00:00,Finance Team
92,Order Created,2024-02-08 04:00:00,System
92,Order Approved,2024-02-08 23:00:00,System
92,Credit Check,2024-02-09 11:00:00,Manager
92,Payment Processed,2024-02-10 15:00:00,Logistics
92,Order Packed,2024-02-12 21:00:00,Logistics
92,Order Shipped,2024-02-14 17:00:00,Finance Team
92,Order Delivered,2024-02-16 17:00:00,Warehouse
93,Order Created,2024-02-17 18:00:00,Manager
93,Order Approved,2024-02-18 05:00:00,System
93,Credit Check,2024-02-19 01:00:00,Finance Team
93,Payment Processed,2024-02-19 08:00:00,System
93,Order Packed,2024-02-20 19:00:00,Logistics
93,Order Shipped,2024-02-23 02:00:00,Logistics
93,Order Delivered,2024-02-25 11:00:00,Logistics
94,Order Created,2024-01-19 04:00:00,Manager
94,Order Approved,2024-01-19 19:00:00,Warehouse
94,Credit Check,2024-01-22 03:00:00,System
94,Payment Processed,2024-01-23 16:00:00,Manager
94,Order Packed,2024-01-26 07:00:00,Manager
94,Order Shipped,2024-01-27 23:00:00,System
94,Order Delivered,2024-01-29 04:00:00,Logistics
95,Order Created,2024-02-08 08:00:00,System
95,Order Approved,2024-02-09 11:00:00,Warehouse
95,Credit Check,2024-02-10 15:00:00,Finance Team
95,Payment Processed,2024-02-12 00:00:00,Warehouse
95,Order Packed,2024-02-13 18:00:00,System
95,Order Shipped,2024-02-13 19:00:00,Logistics
95,Order Delivered,2024-02-16 03:00:00,Finance Team
96,Order Created,2024-01-11 01:00:00,Manager
96,Order Approved,2024-01-12 07:00:00,Manager
96,Credit Check,2024-01-15 07:00:00,Warehouse
96,Payment Processed,2024-01-15 17:00:00,Logistics
96,Order Packed,2024-01-15 23:00:00,Logistics
96,Order Shipped,2024-01-16 02:00:00,Logistics
96,Order Delivered,2024-01-16 12:00:00,Warehouse
97,Order Created,2024-02-08 07:00:00,Manager
97,Order Approved,2024-02-10 11:00:00,Logistics
97,Credit Check,2024-02-12 01:00:00,System
97,Payment Processed,2024-02-14 05:00:00,System
97,Order Packed,2024-02-15 23:00:00,Finance Team
97,Order Shipped,2024-02-18 10:00:00,Warehouse
97,Order Delivered,2024-02-18 22:00:00,Logistics
98,Order Created,2024-02-24 14:00:00,Finance Team
98,Order Approved,2024-02-26 22:00:00,Manager
98,Credit Check,2024-02-29 02:00:00,Manager
98,Payment Processed,2024-02-29 13:00:00,Logistics
98,Order Packed,2024-03-02 05:00:00,Warehouse
98,Order Shipped,2024-03-03 10:00:00,Warehouse
98,Order Delivered,2024-03-04 08:00:00,System
99,Order Created,2024-02-02 15:00:00,Manager
99,Order Approved,2024-02-05 09:00:00,Finance Team
99,Credit Check,2024-02-07 06:00:00,Warehouse
99,Payment Processed,2024-02-08 01:00:00,Finance Team
99,Order Packed,2024-02-08 15:00:00,Finance Team
99,Order Shipped,2024-02-10 00:00:00,Finance Team
99,Order Delivered,2024-02-10 23:00:00,Manager
100,Order Created,2024-01-10 10:00:00,Finance Team
100,Order Approved,2024-01-13 02:00:00,Logistics
100,Credit Check,2024-01-15 12:00:00,Manager
100,Payment Processed,2024-01-17 06:00:00,Warehouse
100,Order Packed,2024-01-18 02:00:00,Logistics
100,Order Shipped,2024-01-18 11:00:00,Logistics
100,Order Delivered,2024-01-20 20:00:00,Warehouse
101,Order Created,2024-02-21 12:00:00,Manager
101,Order Approved,2024-02-21 20:00:00,Warehouse
101,Credit Check,2024-02-24 13:00:00,System
101,Payment Processed,2024-02-26 05:00:00,Logistics
101,Order Packed,2024-02-28 15:00:00,System
101,Order Shipped,2024-02-28 23:00:00,Warehouse
101,Order Delivered,2024-03-01 12:00:00,System
102,Order Created,2024-02-11 12:00:00,Manager
102,Order Approved,2024-02-14 05:00:00,Logistics
102,Credit Check,2024-02-16 17:00:00,Manager
102,Payment Processed,2024-02-19 16:00:00,System
102,Order Packed,2024-02-22 02:00:00,Manager
102,Order Shipped,2024-02-23 03:00:00,Warehouse
102,Order Delivered,2024-02-25 16:00:00,Manager
103,Order Created,2024-01-10 08:00:00,Logistics
103,Order Approved,2024-01-10 22:00:00,Warehouse
103,Credit Check,2024-01-11 09:00:00,Manager
103,Payment Processed,2024-01-12 08:00:00,System
103,Order Packed,2024-01-13 16:00:00,Logistics
103,Order Shipped,2024-01-16 01:00:00,Manager
103,Order Delivered,2024-01-18 20:00:00,Manager
104,Order Created,2024-01-12 23:00:00,Warehouse
104,Order Approved,2024-01-14 12:00:00,Logistics
104,Credit Check,2024-01-16 17:00:00,Warehouse
104,Payment Processed,2024-01-17 00:00:00,Warehouse
104,Order Packed,2024-01-17 09:00:00,Warehouse
104,Order Shipped,2024-01-17 22:00:00,Manager
104,Order Delivered,2024-01-20 00:00:00,Warehouse
105,Order Created,2024-01-17 20:00:00,Warehouse
105,Order Approved,2024-01-18 07:00:00,Manager
105,Credit Check,2024-01-19 02:00:00,Warehouse
105,Payment Processed,2024-01-20 18:00:00,Logistics
105,Order Packed,2024-01-21 11:00:00,Manager
105,Order Shipped,2024-01-21 22:00:00,Warehouse
105,Order Delivered,2024-01-24 22:00:00,Logistics
106,Order Created,2024-02-12 19:00:00,Finance Team
106,Order Approved,2024-02-15 15:00:00,System
106,Credit Check,2024-02-17 22:00:00,Manager
106,Payment Processed,2024-02-19 21:00:00,System
106,Order Packed,2024-02-21 20:00:00,Warehouse
106,Order Shipped,2024-02-22 20:00:00,Finance Team
106,Order Delivered,2024-02-24 16:00:00,Logistics
107,Order Created,2024-01-14 05:00:00,Finance Team
107,Order Approved,2024-01-15 01:00:00,System
107,Credit Check,2024-01-16 15:00:00,System
107,Payment Processed,2024-01-19 08:00:00,Manager
107,Order Packed,2024-01-22 04:00:00,System
107,Order Shipped,2024-01-24 00:00:00,Manager
107,Order Delivered,2024-01-24 17:00:00,Manager
108,Order Created,2024-01-25 20:00:00,Finance Team
108,Order Approved,2024-01-26 20:00:00,Manager
108,Credit Check,2024-01-27 18:00:00,Logistics
108,Payment Processed,2024-01-28 00:00:00,Logistics
108,Order Packed,2024-01-29 23:00:00,Finance Team
108,Order Shipped,2024-02-01 08:00:00,Manager
108,Order Delivered,2024-02-02 21:00:00,Logistics
109,Order Created,2024-01-17 21:00:00,Finance Team
109,Order Approved,2024-01-19 13:00:00,Logistics
109,Credit Check,2024-01-20 14:00:00,Warehouse
109,Payment Processed,2024-01-22 23:00:00,Logistics
109,Order Packed,2024-01-24 12:00:00,Logistics
109,Order Shipped,2024-01-27 05:00:00,Manager
109,Order Delivered,2024-01-29 11:00:00,Finance Team
110,Order Created,2024-02-23 02:00:00,Manager
110,Order Approved,2024-02-23 20:00:00,Warehouse
110,Credit Check,2024-02-24 03:00:00,Logistics
110,Payment Processed,2024-02-26 03:00:00,Manager
110,Order Packed,2024-02-26 17:00:00,Manager
110,Order Shipped,2024-02-27 09:00:00,Warehouse
110,Order Delivered,2024-02-27 20:00:00,Finance Team
111,Order Created,2024-01-20 10:00:00,Manager
111,Order Approved,2024-01-21 05:00:00,Logistics
111,Credit Check,2024-01-21 17:00:00,Finance Team
111,Payment Processed,2024-01-24 03:00:00,Warehouse
111,Order Packed,2024-01-24 07:00:00,Logistics
111,Order Shipped,2024-01-24 14:00:00,Logistics
111,Order Delivered,2024-01-27 07:00:00,Warehouse
112,Order Created,2024-01-18 02:00:00,System
112,Order Approved,2024-01-20 02:00:00,Finance Team
112,Credit Check,2024-01-20 06:00:00,Warehouse
112,Payment Processed,2024-01-20 19:00:00,Warehouse
112,Order Packed,2024-01-21 14:00:00,Finance Team
112,Order Shipped,2024-01-21 19:00:00,Warehouse
112,Order Delivered,2024-01-24 08:00:00,Finance Team
113,Order Created,2024-02-20 13:00:00,Logistics
113,Order Approved,2024-02-20 14:00:00,System
113,Credit Check,2024-02-20 17:00:00,Warehouse
113,Payment Processed,2024-02-21 21:00:00,Finance Team
113,Order Packed,2024-02-24 20:00:00,Manager
113,Order Shipped,2024-02-27 16:00:00,Logistics
113,Order Delivered,2024-02-28 07:00:00,Warehouse
114,Order Created,2024-01-17 15:00:00,System
114,Order Approved,2024-01-17 22:00:00,Finance Team
114,Credit Check,2024-01-20 04:00:00,Manager
114,Payment Processed,2024-01-22 15:00:00,System
114,Order Packed,2024-01-23 06:00:00,Logistics
114,Order Shipped,2024-01-26 03:00:00,System
114,Order Delivered,2024-01-28 21:00:00,Manager
115,Order Created,2024-01-16 19:00:00,Warehouse
115,Order Approved,2024-01-19 02:00:00,System
115,Credit Check,2024-01-21 00:00:00,Finance Team
115,Payment Processed,2024-01-23 06:00:00,Finance Team
115,Order Packed,2024-01-23 17:00:00,Manager
115,Order Shipped,2024-01-25 16:00:00,System
115,Order Delivered,2024-01-28 12:00:00,Manager
116,Order Created,2024-02-04 17:00:00,Manager
116,Order Approved,2024-02-04 20:00:00,Logistics
116,Credit Check,2024-02-07 09:00:00,System
116,Payment Processed,2024-02-09 11:00:00,Warehouse
116,Order Packed,2024-02-10 20:00:00,System
116,Order Shipped,2024-02-12 18:00:00,System
116,Order Delivered,2024-02-14 15:00:00,Finance Team
117,Order Created,2024-02-16 14:00:00,Manager
117,Order Approved,2024-02-18 09:00:00,Finance Team
117,Credit Check,2024-02-18 15:00:00,Warehouse
117,Payment Processed,2024-02-21 13:00:00,Warehouse
117,Order Packed,2024-02-22 12:00:00,Logistics
117,Order Shipped,2024-02-25 02:00:00,Finance Team
117,Order Delivered,2024-02-25 20:00:00,System
118,Order Created,2024-02-17 11:00:00,System
118,Order Approved,2024-02-19 01:00:00,Finance Team
118,Credit Check,2024-02-19 07:00:00,Finance Team
118,Payment Processed,2024-02-19 13:00:00,Warehouse
118,Order Packed,2024-02-21 05:00:00,Manager
118,Order Shipped,2024-02-23 08:00:00,Manager
118,Order Delivered,2024-02-25 21:00:00,Warehouse
119,Order Created,2024-01-04 01:00:00,Warehouse
119,Order Approved,2024-01-05 23:00:00,System
119,Credit Check,2024-01-07 18:00:00,Warehouse
119,Payment Processed,2024-01-08 10:00:00,Warehouse
119,Order Packed,2024-01-10 18:00:00,Logistics
119,Order Shipped,2024-01-13 03:00:00,Logistics
119,Order Delivered,2024-01-14 23:00:00,Finance Team
120,Order Created,2024-02-03 16:00:00,Warehouse
120,Order Approved,2024-02-06 11:00:00,Warehouse
120,Credit Check,2024-02-06 22:00:00,Logistics
120,Payment Processed,2024-02-07 09:00:00,Logistics
120,Order Packed,2024-02-08 09:00:00,Manager
120,Order Shipped,2024-02-09 23:00:00,Warehouse
120,Order Delivered,2024-02-10 13:00:00,System
121,Order Created,2024-01-22 14:00:00,Warehouse
121,Order Approved,2024-01-25 00:00:00,Manager
121,Credit Check,2024-01-27 07:00:00,Finance Team
121,Payment Processed,2024-01-29 16:00:00,Warehouse
121,Order Packed,2024-02-01 02:00:00,System
121,Order Shipped,2024-02-03 00:00:00,Manager
121,Order Delivered,2024-02-05 08:00:00,Warehouse
122,Order Created,2024-02-10 08:00:00,System
122,Order Approved,2024-02-12 12:00:00,Warehouse
122,Credit Check,2024-02-15 06:00:00,Finance Team
122,Payment Processed,2024-02-15 10:00:00,Finance Team
122,Order Packed,2024-02-17 19:00:00,System
122,Order Shipped,2024-02-18 12:00:00,System
122,Order Delivered,2024-02-19 19:00:00,Warehouse
123,Order Created,2024-01-26 02:00:00,Manager
123,Order Approved,2024-01-26 07:00:00,Manager
123,Credit Check,2024-01-27 03:00:00,Logistics
123,Payment Processed,2024-01-29 03:00:00,Warehouse
123,Order Packed,2024-01-31 12:00:00,System
123,Order Shipped,2024-02-01 06:00:00,Manager
123,Order Delivered,2024-02-03 05:00:00,Logistics
124,Order Created,2024-01-22 12:00:00,Finance Team
124,Order Approved,2024-01-23 03:00:00,System
124,Credit Check,2024-01-24 03:00:00,Logistics
124,Payment Processed,2024-01-26 22:00:00,Logistics
124,Order Packed,2024-01-29 22:00:00,System
124,Order Shipped,2024-01-31 08:00:00,Warehouse
124,Order Delivered,2024-02-02 18:00:00,Finance Team
125,Order Created,2024-02-10 13:00:00,Logistics
125,Order Approved,2024-02-11 15:00:00,System
125,Credit Check,2024-02-12 09:00:00,System
125,Payment Processed,2024-02-14 19:00:00,Finance Team
125,Order Packed,2024-02-17 04:00:00,System
125,Order Shipped,2024-02-18 21:00:00,Warehouse
125,Order Delivered,2024-02-19 06:00:00,Manager
126,Order Created,2024-02-05 14:00:00,Warehouse
126,Order Approved,2024-02-06 11:00:00,Finance Team
126,Credit Check,2024-02-08 10:00:00,Manager
126,Payment Processed,2024-02-09 15:00:00,System
126,Order Packed,2024-02-10 17:00:00,Finance Team
126,Order Shipped,2024-02-12 00:00:00,Logistics
126,Order Delivered,2024-02-12 04:00:00,Warehouse
127,Order Created,2024-02-07 00:00:00,Logistics
127,Order Approved,2024-02-09 23:00:00,Finance Team
127,Credit Check,2024-02-10 11:00:00,System
127,Payment Processed,2024-02-12 03:00:00,Logistics
127,Order Packed,2024-02-14 17:00:00,Manager
127,Order Shipped,2024-02-16 22:00:00,Logistics
127,Order Delivered,2024-02-17 08:00:00,Finance Team
128,Order Created,2024-01-21 10:00:00,Logistics
128,Order Approved,2024-01-23 22:00:00,Manager
128,Credit Check,2024-01-25 19:00:00,Finance Team
128,Payment Processed,2024-01-28 18:00:00,Manager
128,Order Packed,2024-01-29 18:00:00,Finance Team
128,Order Shipped,2024-02-01 02:00:00,Manager
128,Order Delivered,2024-02-01 10:00:00,System
129,Order Created,2024-02-03 20:00:00,Warehouse
129,Order Approved,2024-02-04 18:00:00,Finance Team
129,Credit Check,2024-02-06 12:00:00,Finance Team
129,Payment Processed,2024-02-08 09:00:00,Manager
129,Order Packed,2024-02-09 22:00:00,System
129,Order Shipped,2024-02-11 07:00:00,Finance Team
129,Order Delivered,2024-02-14 06:00:00,Warehouse
130,Order Created,2024-01-10 15:00:00,Manager
130,Order Approved,2024-01-13 12:00:00,System
130,Credit Check,2024-01-16 05:00:00,Finance Team
130,Payment Processed,2024-01-17 01:00:00,Finance Team
130,Order Packed,2024-01-18 21:00:00,Manager
130,Order Shipped,2024-01-19 03:00:00,System
130,Order Delivered,2024-01-19 14:00:00,System
131,Order Created,2024-03-02 10:00:00,Finance Team
131,Order Approved,2024-03-04 16:00:00,Manager
131,Credit Check,2024-03-04 20:00:00,Logistics
131,Payment Processed,2024-03-07 18:00:00,Warehouse
131,Order Packed,2024-03-09 09:00:00,Logistics
131,Order Shipped,2024-03-10 17:00:00,Logistics
131,Order Delivered,2024-03-12 08:00:00,Logistics
132,Order Created,2024-01-05 08:00:00,Finance Team
132,Order Approved,2024-01-07 17:00:00,Logistics
132,Credit Check,2024-01-10 07:00:00,Logistics
132,Payment Processed,2024-01-11 10:00:00,Warehouse
132,Order Packed,2024-01-12 05:00:00,Warehouse
132,Order Shipped,2024-01-13 22:00:00,Warehouse
132,Order Delivered,2024-01-16 02:00:00,Finance Team
133,Order Created,2024-02-20 00:00:00,Manager
133,Order Approved,2024-02-23 00:00:00,System
133,Credit Check,2024-02-24 17:00:00,Finance Team
133,Payment Processed,2024-02-27 05:00:00,System
133,Order Packed,2024-02-28 16:00:00,Logistics
133,Order Shipped,2024-03-01 00:00:00,Finance Team
133,Order Delivered,2024-03-01 13:00:00,System
134,Order Created,2024-01-21 02:00:00,Manager
134,Order Approved,2024-01-23 08:00:00,Finance Team
134,Credit Check,2024-01-24 05:00:00,Warehouse
134,Payment Processed,2024-01-25 22:00:00,Finance Team
134,Order Packed,2024-01-26 19:00:00,Logistics
134,Order Shipped,2024-01-29 13:00:00,Logistics
134,Order Delivered,2024-02-01 05:00:00,Warehouse
135,Order Created,2024-02-01 03:00:00,System
135,Order Approved,2024-02-03 06:00:00,Manager
135,Credit Check,2024-02-05 17:00:00,Finance Team
135,Payment Processed,2024-02-06 21:00:00,Manager
135,Order Packed,2024-02-08 19:00:00,System
135,Order Shipped,2024-02-09 02:00:00,Warehouse
135,Order Delivered,2024-02-11 18:00:00,Manager
136,Order Created,2024-02-28 13:00:00,Warehouse
136,Order Approved,2024-03-02 10:00:00,System
136,Credit Check,2024-03-03 00:00:00,Logistics
136,Payment Processed,2024-03-03 18:00:00,Warehouse
136,Order Packed,2024-03-05 17:00:00,Logistics
136,Order Shipped,2024-03-07 16:00:00,System
136,Order Delivered,2024-03-09 20:00:00,System
137,Order Created,2024-02-09 00:00:00,Finance Team
137,Order Approved,2024-02-10 23:00:00,Manager
137,Credit Check,2024-02-12 12:00:00,System
137,Payment Processed,2024-02-14 14:00:00,Manager
137,Order Packed,2024-02-17 00:00:00,Manager
137,Order Shipped,2024-02-18 12:00:00,Manager
137,Order Delivered,2024-02-19 04:00:00,Finance Team
138,Order Created,2024-01-09 03:00:00,Warehouse
138,Order Approved,2024-01-10 23:00:00,Manager
138,Credit Check,2024-01-12 22:00:00,Finance Team
138,Payment Processed,2024-01-14 00:00:00,Manager
138,Order Packed,2024-01-16 18:00:00,Logistics
138,Order Shipped,2024-01-19 11:00:00,System
138,Order Delivered,2024-01-19 17:00:00,System
139,Order Created,2024-01-10 19:00:00,Logistics
139,Order Approved,2024-01-13 14:00:00,Logistics
139,Credit Check,2024-01-14 10:00:00,Manager
139,Payment Processed,2024-01-17 04:00:00,Finance Team
139,Order Packed,2024-01-18 22:00:00,Manager
139,Order Shipped,2024-01-20 15:00:00,Finance Team
139,Order Delivered,2024-01-22 18:00:00,Manager
140,Order Created,2024-02-18 15:00:00,Manager
140,Order Approved,2024-02-20 11:00:00,Manager
140,Credit Check,2024-02-23 05:00:00,Manager
140,Payment Processed,2024-02-25 20:00:00,Manager
140,Order Packed,2024-02-27 11:00:00,Logistics
140,Order Shipped,2024-02-27 14:00:00,Warehouse
140,Order Delivered,2024-02-29 09:00:00,System
141,Order Created,2024-01-28 16:00:00,System
141,Order Approved,2024-01-31 05:00:00,Warehouse
141,Credit Check,2024-02-01 11:00:00,System
141,Payment Processed,2024-02-04 01:00:00,Finance Team
141,Order Packed,2024-02-06 21:00:00,Manager
141,Order Shipped,2024-02-08 22:00:00,Finance Team
141,Order Delivered,2024-02-10 06:00:00,System
142,Order Created,2024-02-06 15:00:00,Finance Team
142,Order Approved,2024-02-06 18:00:00,Logistics
142,Credit Check,2024-02-08 11:00:00,Logistics
142,Payment Processed,2024-02-09 07:00:00,Logistics
142,Order Packed,2024-02-10 10:00:00,Logistics
142,Order Shipped,2024-02-13 03:00:00,Manager
142,Order Delivered,2024-02-15 16:00:00,System
143,Order Created,2024-02-15 18:00:00,Manager
143,Order Approved,2024-02-16 21:00:00,Manager
143,Credit Check,2024-02-18 15:00:00,Logistics
143,Payment Processed,2024-02-21 11:00:00,Logistics
143,Order Packed,2024-02-23 04:00:00,Finance Team
143,Order Shipped,2024-02-25 15:00:00,Manager
143,Order Delivered,2024-02-27 11:00:00,Manager
144,Order Created,2024-01-24 10:00:00,Manager
144,Order Approved,2024-01-27 00:00:00,Finance Team
144,Credit Check,2024-01-28 08:00:00,Warehouse
144,Payment Processed,2024-01-31 08:00:00,Warehouse
144,Order Packed,2024-02-01 13:00:00,Warehouse
144,Order Shipped,2024-02-03 02:00:00,Finance Team
144,Order Delivered,2024-02-05 17:00:00,Warehouse
145,Order Created,2024-02-01 21:00:00,Manager
145,Order Approved,2024-02-03 09:00:00,Warehouse
145,Credit Check,2024-02-04 01:00:00,Manager
145,Payment Processed,2024-02-06 23:00:00,Logistics
145,Order Packed,2024-02-09 02:00:00,Warehouse
145,Order Shipped,2024-02-09 21:00:00,Warehouse
145,Order Delivered,2024-02-10 03:00:00,Warehouse
146,Order Created,2024-02-15 11:00:00,Warehouse
146,Order Approved,2024-02-17 20:00:00,Warehouse
146,Credit Check,2024-02-20 10:00:00,Finance Team
146,Payment Processed,2024-02-21 12:00:00,Manager
146,Order Packed,2024-02-22 23:00:00,Manager
146,Order Shipped,2024-02-24 10:00:00,Finance Team
146,Order Delivered,2024-02-25 00:00:00,Manager
147,Order Created,2024-02-18 07:00:00,Finance Team
147,Order Approved,2024-02-18 14:00:00,Manager
147,Credit Check,2024-02-19 19:00:00,Finance Team
147,Payment Processed,2024-02-20 02:00:00,System
147,Order Packed,2024-02-22 07:00:00,Warehouse
147,Order Shipped,2024-02-24 20:00:00,System
147,Order Delivered,2024-02-25 14:00:00,System
148,Order Created,2024-02-05 21:00:00,Logistics
148,Order Approved,2024-02-08 10:00:00,Logistics
148,Credit Check,2024-02-09 12:00:00,Warehouse
148,Payment Processed,2024-02-11 06:00:00,Warehouse
148,Order Packed,2024-02-11 14:00:00,System
148,Order Shipped,2024-02-12 20:00:00,Manager
148,Order Delivered,2024-02-13 01:00:00,Finance Team
149,Order Created,2024-01-27 23:00:00,System
149,Order Approved,2024-01-30 02:00:00,Logistics
149,Credit Check,2024-01-31 02:00:00,Warehouse
149,Payment Processed,2024-01-31 07:00:00,System
149,Order Packed,2024-02-01 22:00:00,Manager
149,Order Shipped,2024-02-02 12:00:00,Warehouse
149,Order Delivered,2024-02-04 01:00:00,Logistics
150,Order Created,2024-02-13 22:00:00,Manager
150,Order Approved,2024-02-16 14:00:00,Finance Team
150,Credit Check,2024-02-19 07:00:00,Logistics
150,Payment Processed,2024-02-20 18:00:00,Finance Team
150,Order Packed,2024-02-21 09:00:00,Warehouse
150,Order Shipped,2024-02-22 06:00:00,Logistics
150,Order Delivered,2024-02-23 15:00:00,Finance Team
151,Order Created,2024-01-02 20:00:00,Warehouse
151,Order Approved,2024-01-03 21:00:00,Finance Team
151,Credit Check,2024-01-06 01:00:00,Logistics
151,Payment Processed,2024-01-08 19:00:00,Warehouse
151,Order Packed,2024-01-09 07:00:00,Logistics
151,Order Shipped,2024-01-09 20:00:00,Finance Team
151,Order Delivered,2024-01-10 14:00:00,Logistics
152,Order Created,2024-01-22 08:00:00,System
152,Order Approved,2024-01-23 18:00:00,Logistics
152,Credit Check,2024-01-25 01:00:00,Logistics
152,Payment Processed,2024-01-26 12:00:00,Warehouse
152,Order Packed,2024-01-28 03:00:00,Manager
152,Order Shipped,2024-01-28 05:00:00,Warehouse
152,Order Delivered,2024-01-30 04:00:00,Finance Team
153,Order Created,2024-01-04 16:00:00,Logistics
153,Order Approved,2024-01-06 08:00:00,Finance Team
153,Credit Check,2024-01-08 12:00:00,Manager
153,Payment Processed,2024-01-10 04:00:00,System
153,Order Packed,2024-01-11 18:00:00,Warehouse
153,Order Shipped,2024-01-12 23:00:00,Finance Team
153,Order Delivered,2024-01-13 17:00:00,Logistics
154,Order Created,2024-01-12 11:00:00,Manager
154,Order Approved,2024-01-14 11:00:00,Logistics
154,Credit Check,2024-01-17 10:00:00,Logistics
154,Payment Processed,2024-01-20 07:00:00,Finance Team
154,Order Packed,2024-01-21 15:00:00,Manager
154,Order Shipped,2024-01-22 02:00:00,Manager
154,Order Delivered,2024-01-24 12:00:00,Manager
